project_id,rfi_number,date_submitted,subject,submitted_by,assigned_to,priority,status,date_required,date_responded,response_summary,cost_impact,schedule_impact
PRJ-2024-002,RFI-039,2024-06-09,"Pipe sleeve size discrepancy at Floor 17, Grid B-9",J. Martinez - Project Manager,Owner,Low,Closed,2024-06-27,2024-06-16,Refer to ASI-15 for clarification.,False,False
PRJ-2024-002,RFI-050,2024-06-09,"Pipe sleeve size discrepancy at Floor 6, Grid D-10",K. Thompson - Foreman,Architect,Critical,Closed,2024-06-20,2024-06-16,Approved as submitted.,False,False
PRJ-2024-002,RFI-038,2024-06-18,Clarification needed on diffuser layout for Room 548,K. Thompson - Foreman,Owner,Low,Closed,2024-07-04,2024-06-25,Refer to ASI-2 for clarification.,False,False
PRJ-2024-002,RFI-034,2024-06-23,Fire damper location verification needed,J. Martinez - Project Manager,Architect,Medium,Closed,2024-07-07,2024-07-07,Approved as submitted.,False,True
PRJ-2024-002,RFI-069,2024-06-27,Fire damper location verification needed,K. Thompson - Foreman,Structural Engineer,Low,Closed,2024-07-13,2024-07-04,Approved as submitted.,False,False
PRJ-2024-002,RFI-007,2024-07-03,Access panel requirements for concealed valves,K. Thompson - Foreman,Structural Engineer,Low,Closed,2024-07-13,2024-07-10,Coordinate with plumbing contractor.,False,False
PRJ-2024-002,RFI-057,2024-07-04,Equipment access clearance insufficient per spec,R. Williams - Engineer,Architect,Low,Closed,2024-07-18,2024-07-14,Refer to ASI-9 for clarification.,False,False
PRJ-2024-002,RFI-031,2024-07-10,Fire damper location verification needed,K. Thompson - Foreman,Owner,High,Closed,2024-07-27,2024-07-24,Approved as submitted.,True,False
PRJ-2024-002,RFI-063,2024-07-10,Insulation spec clarification for exterior application,K. Thompson - Foreman,MEP Engineer,Medium,Closed,2024-07-27,2024-07-20,Revise per attached markup.,False,False
PRJ-2024-002,RFI-036,2024-07-12,Refrigerant piping routing through elevator shaft - approval needed,K. Thompson - Foreman,Structural Engineer,High,Closed,2024-07-26,2024-07-15,Revise per attached markup.,True,False
PRJ-2024-002,RFI-002,2024-07-18,"Structural penetration approval required at Floor 8, Grid C-12",J. Martinez - Project Manager,Owner,Low,Closed,2024-08-08,2024-07-23,Approved as submitted.,True,False
PRJ-2024-002,RFI-059,2024-07-27,"Ductwork routing conflicts with beam at elevation +29'-0""",K. Thompson - Foreman,Architect,High,Closed,2024-08-17,2024-08-17,Refer to ASI-7 for clarification.,False,False
PRJ-2024-002,RFI-053,2024-08-22,Thermostat location conflicts with furniture layout,K. Thompson - Foreman,Owner,Medium,Closed,2024-09-09,2024-08-27,Proceed as noted in attached sketch.,False,False
PRJ-2024-002,RFI-001,2024-08-26,Equipment access clearance insufficient per spec,R. Williams - Engineer,Owner,Medium,Closed,2024-09-13,2024-09-05,Coordinate with electrical contractor.,True,False
PRJ-2024-002,RFI-014,2024-09-05,Coordination conflict with electrical conduit at grid D-3,R. Williams - Engineer,Owner,Medium,Closed,2024-09-21,2024-09-19,Revise per attached markup.,True,False
PRJ-2024-002,RFI-054,2024-09-23,"Ductwork routing conflicts with beam at elevation +35'-0""",R. Williams - Engineer,Owner,Low,Closed,2024-10-08,2024-09-30,Coordinate with electrical contractor.,False,False
PRJ-2024-002,RFI-048,2024-09-24,Coordination conflict with electrical conduit at grid D-4,R. Williams - Engineer,MEP Engineer,Medium,Closed,2024-10-08,2024-10-15,Revise per attached markup.,False,False
PRJ-2024-002,RFI-067,2024-10-07,Fire damper location verification needed,J. Martinez - Project Manager,Owner,Low,Open,2024-10-23,,,False,False
PRJ-2024-002,RFI-079,2024-10-20,Insulation spec clarification for exterior application,J. Martinez - Project Manager,Structural Engineer,High,Closed,2024-11-04,2024-10-27,Refer to ASI-17 for clarification.,False,False
PRJ-2024-002,RFI-045,2024-11-09,Thermostat location conflicts with furniture layout,R. Williams - Engineer,Architect,Medium,Closed,2024-11-19,2024-11-16,Coordinate with plumbing contractor.,False,False
PRJ-2024-002,RFI-073,2024-11-16,Equipment access clearance insufficient per spec,J. Martinez - Project Manager,Architect,Medium,Closed,2024-12-07,2024-11-23,Coordinate with electrical contractor.,False,False
PRJ-2024-002,RFI-033,2024-11-17,"Pipe sleeve size discrepancy at Floor 5, Grid D-8",R. Williams - Engineer,Architect,Medium,Closed,2024-11-27,2024-12-01,Proceed as noted in attached sketch.,False,False
PRJ-2024-002,RFI-041,2024-11-24,Access panel requirements for concealed valves,K. Thompson - Foreman,Structural Engineer,High,Closed,2024-12-07,2024-11-27,Revise per attached markup.,True,False
PRJ-2024-002,RFI-009,2024-12-04,Control sequence clarification for HW Loop,J. Martinez - Project Manager,Structural Engineer,Medium,Open,2024-12-23,,,False,False
PRJ-2024-002,RFI-049,2024-12-09,Clarification needed on diffuser layout for Room 238,R. Williams - Engineer,Owner,Low,Closed,2024-12-17,2024-12-14,Proceed as noted in attached sketch.,False,False
PRJ-2024-002,RFI-003,2024-12-17,Control sequence clarification for AHU-1,J. Martinez - Project Manager,Structural Engineer,Medium,Closed,2024-12-25,2024-12-24,Proceed as noted in attached sketch.,True,False
PRJ-2024-002,RFI-071,2024-12-29,"Existing conditions differ from drawings at Floor 3, Grid G-5",J. Martinez - Project Manager,MEP Engineer,Medium,Closed,2025-01-17,2025-01-12,Revise per attached markup.,False,False
PRJ-2024-002,RFI-060,2025-01-20,Seismic bracing requirements for equipment over 500 lbs,R. Williams - Engineer,Architect,High,Closed,2025-02-04,2025-01-25,Coordinate with structural contractor.,False,False
PRJ-2024-002,RFI-066,2025-01-25,"Ductwork routing conflicts with beam at elevation +14'-0""",R. Williams - Engineer,MEP Engineer,Low,Closed,2025-02-11,2025-02-04,Proceed as noted in attached sketch.,True,False
PRJ-2024-002,RFI-080,2025-01-26,"Structural penetration approval required at Floor 5, Grid C-4",K. Thompson - Foreman,Architect,Low,Closed,2025-02-06,2025-02-02,Refer to ASI-9 for clarification.,True,False
PRJ-2024-002,RFI-035,2025-02-03,Control sequence clarification for AHU-1,R. Williams - Engineer,MEP Engineer,High,Closed,2025-02-12,2025-02-24,Refer to ASI-14 for clarification.,True,True
PRJ-2024-002,RFI-016,2025-02-05,Access panel requirements for concealed valves,J. Martinez - Project Manager,MEP Engineer,Medium,Closed,2025-02-20,2025-02-08,Refer to ASI-7 for clarification.,False,False
PRJ-2024-002,RFI-065,2025-02-13,Thermostat location conflicts with furniture layout,J. Martinez - Project Manager,Structural Engineer,Medium,Closed,2025-03-04,2025-02-20,Proceed as noted in attached sketch.,True,False
PRJ-2024-002,RFI-056,2025-02-25,"Ductwork routing conflicts with beam at elevation +15'-0""",J. Martinez - Project Manager,Architect,High,Closed,2025-03-15,2025-03-02,Refer to ASI-12 for clarification.,False,False
PRJ-2024-002,RFI-022,2025-03-01,Clarification needed on diffuser layout for Room 460,R. Williams - Engineer,Structural Engineer,Medium,Closed,2025-03-20,2025-03-04,Refer to ASI-10 for clarification.,False,False
PRJ-2024-002,RFI-025,2025-03-03,Seismic bracing requirements for equipment over 500 lbs,K. Thompson - Foreman,Architect,Low,Closed,2025-03-22,2025-03-08,Proceed as noted in attached sketch.,False,False
PRJ-2024-002,RFI-006,2025-03-09,Control sequence clarification for CHW Loop,R. Williams - Engineer,Architect,High,Closed,2025-03-21,2025-03-30,Refer to ASI-17 for clarification.,False,True
PRJ-2024-002,RFI-081,2025-03-13,"Existing conditions differ from drawings at Floor 14, Grid A-12",J. Martinez - Project Manager,Owner,Medium,Closed,2025-03-24,2025-03-27,Proceed as noted in attached sketch.,False,False
PRJ-2024-002,RFI-027,2025-03-16,Access panel requirements for concealed valves,J. Martinez - Project Manager,Owner,Medium,Closed,2025-03-31,2025-03-30,Approved as submitted.,False,False
PRJ-2024-002,RFI-052,2025-03-24,Control sequence clarification for VAV Zone 3,K. Thompson - Foreman,Architect,Medium,Closed,2025-04-08,2025-04-03,Coordinate with electrical contractor.,False,False
PRJ-2024-002,RFI-055,2025-03-25,Equipment access clearance insufficient per spec,J. Martinez - Project Manager,Architect,Medium,Closed,2025-04-03,2025-03-28,Proceed as noted in attached sketch.,True,False
PRJ-2024-002,RFI-074,2025-04-23,Coordination conflict with electrical conduit at grid B-1,R. Williams - Engineer,MEP Engineer,Low,Closed,2025-05-13,2025-04-26,Proceed as noted in attached sketch.,False,True
PRJ-2024-002,RFI-046,2025-04-26,"Pipe sleeve size discrepancy at Floor 3, Grid C-5",R. Williams - Engineer,Structural Engineer,Low,Closed,2025-05-08,2025-05-01,Refer to ASI-16 for clarification.,True,False
PRJ-2024-002,RFI-037,2025-05-05,"Existing conditions differ from drawings at Floor 1, Grid A-7",K. Thompson - Foreman,Owner,High,Closed,2025-05-22,2025-05-19,Coordinate with plumbing contractor.,False,False
PRJ-2024-002,RFI-021,2025-06-09,Equipment access clearance insufficient per spec,R. Williams - Engineer,MEP Engineer,Medium,Closed,2025-06-30,2025-06-23,Proceed as noted in attached sketch.,True,False
PRJ-2024-002,RFI-051,2025-06-11,"Structural penetration approval required at Floor 8, Grid B-7",R. Williams - Engineer,MEP Engineer,Medium,Closed,2025-06-21,2025-07-02,Coordinate with structural contractor.,False,False
PRJ-2024-002,RFI-077,2025-06-24,"Existing conditions differ from drawings at Floor 5, Grid H-6",K. Thompson - Foreman,MEP Engineer,Low,Closed,2025-07-15,2025-07-15,Coordinate with structural contractor.,False,False
PRJ-2024-002,RFI-005,2025-07-09,Equipment access clearance insufficient per spec,J. Martinez - Project Manager,Structural Engineer,Medium,Closed,2025-07-25,2025-07-23,Proceed as noted in attached sketch.,False,False
PRJ-2024-002,RFI-042,2025-07-20,"Pipe sleeve size discrepancy at Floor 1, Grid H-12",K. Thompson - Foreman,MEP Engineer,Medium,Closed,2025-07-28,2025-07-23,Revise per attached markup.,False,False
PRJ-2024-002,RFI-032,2025-07-30,Access panel requirements for concealed valves,K. Thompson - Foreman,Structural Engineer,Low,Closed,2025-08-16,2025-08-06,Proceed as noted in attached sketch.,True,False
PRJ-2024-002,RFI-018,2025-08-07,Thermostat location conflicts with furniture layout,R. Williams - Engineer,Owner,Medium,Closed,2025-08-16,2025-08-14,Proceed as noted in attached sketch.,True,False
PRJ-2024-002,RFI-058,2025-08-19,VAV box sizing appears undersized for zone CFM,K. Thompson - Foreman,MEP Engineer,Medium,Closed,2025-08-30,2025-09-09,Revise per attached markup.,False,False
PRJ-2024-002,RFI-064,2025-08-24,Equipment access clearance insufficient per spec,K. Thompson - Foreman,Owner,High,Closed,2025-09-09,2025-08-29,Approved as submitted.,False,True
PRJ-2024-002,RFI-068,2025-08-26,"Pipe sleeve size discrepancy at Floor 20, Grid H-6",R. Williams - Engineer,Structural Engineer,Medium,Open,2025-09-03,,,True,True
PRJ-2024-002,RFI-008,2025-09-09,"Pipe sleeve size discrepancy at Floor 20, Grid C-5",R. Williams - Engineer,MEP Engineer,Low,Closed,2025-09-30,2025-09-23,Approved as submitted.,False,False
PRJ-2024-002,RFI-072,2025-10-07,Fire damper location verification needed,R. Williams - Engineer,Architect,High,Closed,2025-10-22,2025-10-10,Refer to ASI-18 for clarification.,True,False
PRJ-2024-002,RFI-028,2025-10-13,"Pipe sleeve size discrepancy at Floor 6, Grid G-4",R. Williams - Engineer,Architect,High,Closed,2025-10-23,2025-10-18,Refer to ASI-18 for clarification.,False,False
PRJ-2024-002,RFI-043,2025-11-01,"Structural penetration approval required at Floor 15, Grid G-2",K. Thompson - Foreman,Owner,Medium,Closed,2025-11-14,2025-11-08,Refer to ASI-2 for clarification.,True,True
PRJ-2024-002,RFI-082,2025-11-09,Fire damper location verification needed,K. Thompson - Foreman,Owner,Critical,Closed,2025-11-16,2025-11-16,Coordinate with plumbing contractor.,False,False
PRJ-2024-002,RFI-062,2025-11-10,Thermostat location conflicts with furniture layout,K. Thompson - Foreman,Structural Engineer,Medium,Closed,2025-11-29,2025-11-17,Approved as submitted.,False,False
PRJ-2024-002,RFI-044,2025-11-17,"Pipe sleeve size discrepancy at Floor 7, Grid B-2",J. Martinez - Project Manager,Owner,Medium,Closed,2025-11-26,2025-11-24,Proceed as noted in attached sketch.,False,False
PRJ-2024-002,RFI-015,2025-11-20,Clarification needed on diffuser layout for Room 538,K. Thompson - Foreman,Structural Engineer,High,Closed,2025-12-10,2025-11-25,Proceed as noted in attached sketch.,False,True
PRJ-2024-002,RFI-019,2025-12-02,"Structural penetration approval required at Floor 2, Grid A-10",R. Williams - Engineer,Owner,Low,Closed,2025-12-17,2025-12-07,Approved as submitted.,True,True
PRJ-2024-002,RFI-012,2025-12-04,"Structural penetration approval required at Floor 15, Grid A-1",R. Williams - Engineer,Owner,Medium,Closed,2025-12-13,2025-12-11,Revise per attached markup.,False,False
PRJ-2024-002,RFI-029,2025-12-08,Clarification needed on diffuser layout for Room 561,J. Martinez - Project Manager,Structural Engineer,Medium,Closed,2025-12-24,2025-12-13,Revise per attached markup.,True,True
PRJ-2024-002,RFI-061,2025-12-23,Clarification needed on diffuser layout for Room 323,R. Williams - Engineer,MEP Engineer,Low,Closed,2026-01-11,2025-12-26,Coordinate with electrical contractor.,False,False
PRJ-2024-002,RFI-070,2025-12-24,Refrigerant piping routing through ceiling plenum - approval needed,R. Williams - Engineer,Owner,Critical,Closed,2026-01-09,2025-12-27,Coordinate with electrical contractor.,False,False
PRJ-2024-003,RFI-018,2024-03-22,Equipment access clearance insufficient per spec,R. Williams - Engineer,Architect,Medium,Closed,2024-04-11,2024-04-05,Refer to ASI-13 for clarification.,False,False
PRJ-2024-003,RFI-008,2024-04-15,Insulation spec clarification for exterior application,K. Thompson - Foreman,MEP Engineer,Medium,Closed,2024-04-30,2024-04-18,Revise per attached markup.,False,False
PRJ-2024-003,RFI-014,2024-04-18,Thermostat location conflicts with furniture layout,J. Martinez - Project Manager,Architect,High,Closed,2024-05-09,2024-04-23,Approved as submitted.,False,False
PRJ-2024-003,RFI-040,2024-04-21,Clarification needed on diffuser layout for Room 260,R. Williams - Engineer,Owner,Medium,Closed,2024-04-28,2024-04-24,Proceed as noted in attached sketch.,False,False
PRJ-2024-003,RFI-020,2024-04-27,Fire damper location verification needed,R. Williams - Engineer,Owner,High,Closed,2024-05-08,2024-05-04,Coordinate with electrical contractor.,False,False
PRJ-2024-003,RFI-031,2024-05-09,Access panel requirements for concealed valves,K. Thompson - Foreman,MEP Engineer,Low,Closed,2024-05-17,2024-05-23,Refer to ASI-16 for clarification.,True,True
PRJ-2024-003,RFI-004,2024-05-18,Access panel requirements for concealed valves,K. Thompson - Foreman,Architect,Low,Closed,2024-05-31,2024-05-28,Proceed as noted in attached sketch.,False,False
PRJ-2024-003,RFI-043,2024-05-19,"Ductwork routing conflicts with beam at elevation +20'-0""",K. Thompson - Foreman,MEP Engineer,Medium,Closed,2024-05-26,2024-05-26,Coordinate with electrical contractor.,False,False
PRJ-2024-003,RFI-006,2024-05-29,Clarification needed on diffuser layout for Room 313,K. Thompson - Foreman,Owner,Medium,Closed,2024-06-15,2024-06-19,Coordinate with plumbing contractor.,False,False
PRJ-2024-003,RFI-024,2024-06-09,"Existing conditions differ from drawings at Floor 1, Grid F-11",R. Williams - Engineer,Structural Engineer,Low,Closed,2024-06-18,2024-06-14,Approved as submitted.,False,True
PRJ-2024-003,RFI-013,2024-06-14,VAV box sizing appears undersized for zone CFM,K. Thompson - Foreman,MEP Engineer,Medium,Closed,2024-06-22,2024-06-21,Proceed as noted in attached sketch.,False,False
PRJ-2024-003,RFI-027,2024-06-17,Equipment access clearance insufficient per spec,K. Thompson - Foreman,Structural Engineer,Medium,Closed,2024-06-25,2024-06-22,Coordinate with electrical contractor.,False,False
PRJ-2024-003,RFI-034,2024-06-18,Seismic bracing requirements for equipment over 500 lbs,R. Williams - Engineer,MEP Engineer,Medium,Pending Response,2024-06-27,,,True,False
PRJ-2024-003,RFI-009,2024-07-03,Clarification needed on diffuser layout for Room 485,K. Thompson - Foreman,Structural Engineer,High,Closed,2024-07-22,2024-07-17,Approved as submitted.,True,False
PRJ-2024-003,RFI-001,2024-07-14,"Ductwork routing conflicts with beam at elevation +36'-0""",R. Williams - Engineer,Architect,Low,Closed,2024-07-21,2024-07-19,Proceed as noted in attached sketch.,True,False
PRJ-2024-003,RFI-041,2024-07-24,Access panel requirements for concealed valves,J. Martinez - Project Manager,Architect,Critical,Closed,2024-08-01,2024-07-31,Coordinate with plumbing contractor.,False,True
PRJ-2024-003,RFI-011,2024-07-27,"Ductwork routing conflicts with beam at elevation +24'-0""",K. Thompson - Foreman,Architect,Low,Closed,2024-08-08,2024-08-06,Coordinate with electrical contractor.,False,False
PRJ-2024-003,RFI-007,2024-08-01,"Existing conditions differ from drawings at Floor 1, Grid H-9",R. Williams - Engineer,Architect,High,Closed,2024-08-15,2024-08-15,Revise per attached markup.,False,False
PRJ-2024-003,RFI-015,2024-08-02,"Existing conditions differ from drawings at Floor 1, Grid H-12",K. Thompson - Foreman,Architect,Medium,Closed,2024-08-16,2024-08-05,Refer to ASI-18 for clarification.,False,False
PRJ-2024-003,RFI-017,2024-08-03,"Ductwork routing conflicts with beam at elevation +28'-0""",J. Martinez - Project Manager,MEP Engineer,Low,Closed,2024-08-18,2024-08-08,Refer to ASI-10 for clarification.,False,False
PRJ-2024-003,RFI-042,2024-09-02,Control sequence clarification for HW Loop,K. Thompson - Foreman,Architect,Low,Closed,2024-09-15,2024-09-05,Proceed as noted in attached sketch.,False,True
PRJ-2024-003,RFI-039,2024-09-03,Fire damper location verification needed,J. Martinez - Project Manager,Owner,Medium,Closed,2024-09-21,2024-09-08,Refer to ASI-10 for clarification.,False,False
PRJ-2024-003,RFI-028,2024-09-25,Coordination conflict with electrical conduit at grid G-2,K. Thompson - Foreman,Structural Engineer,Medium,Closed,2024-10-13,2024-09-30,Approved as submitted.,False,True
PRJ-2024-003,RFI-012,2024-10-02,Equipment access clearance insufficient per spec,K. Thompson - Foreman,Architect,Medium,Open,2024-10-19,,,False,True
PRJ-2024-003,RFI-032,2024-10-07,"Ductwork routing conflicts with beam at elevation +38'-0""",J. Martinez - Project Manager,Structural Engineer,Low,Closed,2024-10-22,2024-10-12,Refer to ASI-7 for clarification.,False,False
PRJ-2024-003,RFI-045,2024-11-12,Control sequence clarification for VAV Zone 3,K. Thompson - Foreman,Structural Engineer,Medium,Closed,2024-11-20,2024-11-19,Coordinate with plumbing contractor.,False,True
PRJ-2024-003,RFI-036,2024-11-15,VAV box sizing appears undersized for zone CFM,R. Williams - Engineer,Owner,Low,Closed,2024-12-03,2024-11-29,Refer to ASI-15 for clarification.,False,False
PRJ-2024-003,RFI-010,2024-11-16,Coordination conflict with electrical conduit at grid G-3,J. Martinez - Project Manager,Owner,High,Closed,2024-11-26,2024-11-23,Revise per attached markup.,False,False
PRJ-2024-003,RFI-021,2024-11-21,Clarification needed on diffuser layout for Room 519,J. Martinez - Project Manager,Architect,Medium,Closed,2024-12-06,2024-11-24,Revise per attached markup.,True,False
PRJ-2024-003,RFI-016,2024-11-22,"Ductwork routing conflicts with beam at elevation +40'-0""",R. Williams - Engineer,Owner,Critical,Closed,2024-12-03,2024-11-27,Proceed as noted in attached sketch.,False,False
PRJ-2024-003,RFI-038,2024-12-08,Equipment access clearance insufficient per spec,R. Williams - Engineer,Architect,Low,Closed,2024-12-18,2024-12-15,Coordinate with electrical contractor.,False,False
PRJ-2024-003,RFI-022,2024-12-11,Refrigerant piping routing through elevator shaft - approval needed,K. Thompson - Foreman,Structural Engineer,Medium,Closed,2024-12-19,2024-12-21,Refer to ASI-12 for clarification.,False,True
PRJ-2024-003,RFI-005,2024-12-23,Clarification needed on diffuser layout for Room 136,K. Thompson - Foreman,Structural Engineer,Medium,Closed,2025-01-06,2025-01-13,Revise per attached markup.,False,True
PRJ-2024-003,RFI-019,2024-12-25,Fire damper location verification needed,J. Martinez - Project Manager,Structural Engineer,Low,Closed,2025-01-10,2024-12-28,Revise per attached markup.,False,False
PRJ-2024-003,RFI-023,2024-12-31,Fire damper location verification needed,K. Thompson - Foreman,Architect,High,Closed,2025-01-16,2025-01-07,Approved as submitted.,False,False
PRJ-2024-003,RFI-030,2025-01-11,VAV box sizing appears undersized for zone CFM,J. Martinez - Project Manager,MEP Engineer,Medium,Closed,2025-01-29,2025-01-16,Refer to ASI-6 for clarification.,False,False
PRJ-2024-003,RFI-026,2025-01-20,Fire damper location verification needed,R. Williams - Engineer,Owner,High,Closed,2025-02-05,2025-01-23,Approved as submitted.,True,False
PRJ-2024-003,RFI-033,2025-02-14,"Pipe sleeve size discrepancy at Floor 1, Grid F-12",K. Thompson - Foreman,Architect,High,Closed,2025-02-24,2025-02-21,Approved as submitted.,False,False
PRJ-2024-003,RFI-029,2025-02-18,"Ductwork routing conflicts with beam at elevation +11'-0""",R. Williams - Engineer,MEP Engineer,Medium,Closed,2025-03-02,2025-03-11,Approved as submitted.,False,False
PRJ-2024-003,RFI-025,2025-02-21,VAV box sizing appears undersized for zone CFM,J. Martinez - Project Manager,Structural Engineer,Low,Closed,2025-03-05,2025-03-03,Refer to ASI-18 for clarification.,True,False
